,index,date,State,fips,colorvalue,deaths,code
1226,1226,2020-03-24,Wyoming,56,37,0,WY
1227,1227,2020-03-25,Alabama,1,386,1,AL
1228,1228,2020-03-25,Alaska,2,59,0,AK
1229,1229,2020-03-25,Arizona,4,402,6,AZ
1230,1230,2020-03-25,Arkansas,5,307,2,AR
1231,1231,2020-03-25,California,6,3183,68,CA
1232,1232,2020-03-25,Colorado,8,1086,19,CO
1233,1233,2020-03-25,Connecticut,9,875,19,CT
1234,1234,2020-03-25,Delaware,10,119,0,DE
1235,1235,2020-03-25,District of Columbia,11,183,2,DC
1236,1236,2020-03-25,Florida,12,1971,23,FL
1237,1237,2020-03-25,Georgia,13,1385,47,GA
1238,1238,2020-03-25,Guam,66,32,1,GU
1239,1239,2020-03-25,Hawaii,15,95,0,HI
1240,1240,2020-03-25,Idaho,16,123,0,ID
1241,1241,2020-03-25,Illinois,17,1874,21,IL
1242,1242,2020-03-25,Indiana,18,484,19,IN
1243,1243,2020-03-25,Iowa,19,147,1,IA
1244,1244,2020-03-25,Kansas,20,134,3,KS
1245,1245,2020-03-25,Kentucky,21,198,5,KY
1246,1246,2020-03-25,Louisiana,22,1795,65,LA
1247,1247,2020-03-25,Maine,23,142,0,ME
1248,1248,2020-03-25,Maryland,24,423,4,MD
1249,1249,2020-03-25,Massachusetts,25,1838,15,MA
1250,1250,2020-03-25,Michigan,26,2293,43,MI
1251,1251,2020-03-25,Minnesota,27,289,1,MN
1252,1252,2020-03-25,Mississippi,28,376,5,MS
1253,1253,2020-03-25,Missouri,29,384,8,MO
1254,1254,2020-03-25,Montana,30,65,0,MT
1255,1255,2020-03-25,Nebraska,31,84,0,NE
1256,1256,2020-03-25,Nevada,32,405,10,NV
1257,1257,2020-03-25,New Hampshire,33,137,1,NH
1258,1258,2020-03-25,New Jersey,34,4402,62,NJ
1259,1259,2020-03-25,New Mexico,35,113,1,NM
1260,1260,2020-03-25,New York,36,33117,381,NY
1261,1261,2020-03-25,North Carolina,37,562,1,NC
1262,1262,2020-03-25,North Dakota,38,45,0,ND
1263,1263,2020-03-25,Ohio,39,707,11,OH
1264,1264,2020-03-25,Oklahoma,40,164,5,OK
1265,1265,2020-03-25,Oregon,41,266,10,OR
1266,1266,2020-03-25,Pennsylvania,42,1151,12,PA
1267,1267,2020-03-25,Puerto Rico,72,51,2,PR
1268,1268,2020-03-25,Rhode Island,44,132,0,RI
1269,1269,2020-03-25,South Carolina,45,425,8,SC
1270,1270,2020-03-25,South Dakota,46,41,1,SD
1271,1271,2020-03-25,Tennessee,47,806,3,TN
1272,1272,2020-03-25,Texas,48,1132,13,TX
1273,1273,2020-03-25,Utah,49,346,1,UT
1274,1274,2020-03-25,Vermont,50,123,8,VT
1275,1275,2020-03-25,Virgin Islands,78,17,0,VI
1276,1276,2020-03-25,Virginia,51,390,9,VA
1277,1277,2020-03-25,Washington,53,2585,130,WA
1278,1278,2020-03-25,West Virginia,54,51,0,WV
1279,1279,2020-03-25,Wisconsin,55,623,7,WI
1280,1280,2020-03-25,Wyoming,56,49,0,WY
1281,1281,2020-03-26,Alabama,1,538,3,AL
1282,1282,2020-03-26,Alaska,2,69,0,AK
1283,1283,2020-03-26,Arizona,4,508,8,AZ
1284,1284,2020-03-26,Arkansas,5,350,3,AR
1285,1285,2020-03-26,California,6,4060,83,CA
1286,1286,2020-03-26,Colorado,8,1432,24,CO
1287,1287,2020-03-26,Connecticut,9,1012,21,CT
1288,1288,2020-03-26,Delaware,10,143,1,DE
1289,1289,2020-03-26,District of Columbia,11,231,3,DC
1290,1290,2020-03-26,Florida,12,2478,29,FL
1291,1291,2020-03-26,Georgia,13,1641,56,GA
1292,1292,2020-03-26,Guam,66,49,1,GU
1293,1293,2020-03-26,Hawaii,15,106,0,HI
1294,1294,2020-03-26,Idaho,16,189,3,ID
1295,1295,2020-03-26,Illinois,17,2538,26,IL
1296,1296,2020-03-26,Indiana,18,661,23,IN
1297,1297,2020-03-26,Iowa,19,179,1,IA
1298,1298,2020-03-26,Kansas,20,173,3,KS
1299,1299,2020-03-26,Kentucky,21,248,5,KY
1300,1300,2020-03-26,Louisiana,22,2305,83,LA
1301,1301,2020-03-26,Maine,23,155,0,ME
1302,1302,2020-03-26,Maryland,24,581,4,MD
1303,1303,2020-03-26,Massachusetts,25,2417,25,MA
1304,1304,2020-03-26,Michigan,26,2877,63,MI
1305,1305,2020-03-26,Minnesota,27,346,2,MN
1306,1306,2020-03-26,Mississippi,28,486,6,MS
1307,1307,2020-03-26,Missouri,29,508,8,MO
1308,1308,2020-03-26,Montana,30,90,0,MT
1309,1309,2020-03-26,Nebraska,31,91,0,NE
1310,1310,2020-03-26,Nevada,32,535,10,NV
1311,1311,2020-03-26,New Hampshire,33,158,1,NH
1312,1312,2020-03-26,New Jersey,34,6876,82,NJ
1313,1313,2020-03-26,New Mexico,35,136,1,NM
1314,1314,2020-03-26,New York,36,39058,502,NY
1315,1315,2020-03-26,North Carolina,37,639,2,NC
1316,1316,2020-03-26,North Dakota,38,58,0,ND
1317,1317,2020-03-26,Ohio,39,867,15,OH
1318,1318,2020-03-26,Oklahoma,40,248,7,OK
1319,1319,2020-03-26,Oregon,41,316,11,OR
1320,1320,2020-03-26,Pennsylvania,42,1690,16,PA
1321,1321,2020-03-26,Puerto Rico,72,64,2,PR
1322,1322,2020-03-26,Rhode Island,44,165,0,RI
1323,1323,2020-03-26,South Carolina,45,456,9,SC
1324,1324,2020-03-26,South Dakota,46,46,1,SD
1325,1325,2020-03-26,Tennessee,47,981,3,TN
1326,1326,2020-03-26,Texas,48,1542,21,TX
1327,1327,2020-03-26,Utah,49,402,1,UT
1328,1328,2020-03-26,Vermont,50,158,9,VT
1329,1329,2020-03-26,Virgin Islands,78,17,0,VI
1330,1330,2020-03-26,Virginia,51,603,14,VA
1331,1331,2020-03-26,Washington,53,3208,152,WA
1332,1332,2020-03-26,West Virginia,54,76,0,WV
1333,1333,2020-03-26,Wisconsin,55,754,10,WI
1334,1334,2020-03-26,Wyoming,56,56,0,WY
1335,1335,2020-03-27,Alabama,1,639,4,AL
1336,1336,2020-03-27,Alaska,2,85,1,AK
1337,1337,2020-03-27,Arizona,4,665,15,AZ
1338,1338,2020-03-27,Arkansas,5,385,3,AR
1339,1339,2020-03-27,California,6,4915,104,CA
1340,1340,2020-03-27,Colorado,8,1735,31,CO
1341,1341,2020-03-27,Connecticut,9,1291,27,CT
1342,1342,2020-03-27,Delaware,10,165,2,DE
1343,1343,2020-03-27,District of Columbia,11,267,3,DC
1344,1344,2020-03-27,Florida,12,3198,46,FL
1345,1345,2020-03-27,Georgia,13,2198,64,GA
1346,1346,2020-03-27,Guam,66,53,1,GU
1347,1347,2020-03-27,Hawaii,15,120,0,HI
1348,1348,2020-03-27,Idaho,16,232,4,ID
1349,1349,2020-03-27,Illinois,17,3029,37,IL
1350,1350,2020-03-27,Indiana,18,992,32,IN
1351,1351,2020-03-27,Iowa,19,236,3,IA
1352,1352,2020-03-27,Kansas,20,213,4,KS
1353,1353,2020-03-27,Kentucky,21,302,8,KY
1354,1354,2020-03-27,Louisiana,22,2746,119,LA
1355,1355,2020-03-27,Maine,23,168,1,ME
1356,1356,2020-03-27,Maryland,24,790,5,MD
1357,1357,2020-03-27,Massachusetts,25,3240,35,MA
1358,1358,2020-03-27,Michigan,26,3655,93,MI
1359,1359,2020-03-27,Minnesota,27,398,4,MN
1360,1360,2020-03-27,Mississippi,28,579,8,MS
1361,1361,2020-03-27,Missouri,29,670,9,MO
1362,1362,2020-03-27,Montana,30,121,1,MT
1363,1363,2020-03-27,Nebraska,31,102,2,NE
1364,1364,2020-03-27,Nevada,32,621,10,NV
1365,1365,2020-03-27,New Hampshire,33,187,2,NH
1366,1366,2020-03-27,New Jersey,34,8825,108,NJ
1367,1367,2020-03-27,New Mexico,35,191,1,NM
1368,1368,2020-03-27,New York,36,44746,645,NY
1369,1369,2020-03-27,North Carolina,37,784,3,NC
1370,1370,2020-03-27,North Dakota,38,68,1,ND
1371,1371,2020-03-27,Ohio,39,1144,22,OH
1372,1372,2020-03-27,Oklahoma,40,322,8,OK
1373,1373,2020-03-27,Oregon,41,415,12,OR
1374,1374,2020-03-27,Pennsylvania,42,2217,23,PA
1375,1375,2020-03-27,Puerto Rico,72,79,3,PR
1376,1376,2020-03-27,Rhode Island,44,203,0,RI
1377,1377,2020-03-27,South Carolina,45,542,13,SC
1378,1378,2020-03-27,South Dakota,46,58,1,SD
1379,1379,2020-03-27,Tennessee,47,1180,6,TN
1380,1380,2020-03-27,Texas,48,1971,25,TX
1381,1381,2020-03-27,Utah,49,480,2,UT
1382,1382,2020-03-27,Vermont,50,184,10,VT
1383,1383,2020-03-27,Virgin Islands,78,19,0,VI
1384,1384,2020-03-27,Virginia,51,605,14,VA
1385,1385,2020-03-27,Washington,53,3770,179,WA
1386,1386,2020-03-27,West Virginia,54,96,0,WV
1387,1387,2020-03-27,Wisconsin,55,930,16,WI
1388,1388,2020-03-27,Wyoming,56,74,0,WY
1389,1389,2020-03-28,Alabama,1,720,4,AL
1390,1390,2020-03-28,Alaska,2,102,1,AK
1391,1391,2020-03-28,Arizona,4,773,15,AZ
1392,1392,2020-03-28,Arkansas,5,409,5,AR
1393,1393,2020-03-28,California,6,5566,122,CA
1394,1394,2020-03-28,Colorado,8,2061,44,CO
1395,1395,2020-03-28,Connecticut,9,1524,33,CT
1396,1396,2020-03-28,Delaware,10,214,5,DE
1397,1397,2020-03-28,District of Columbia,11,304,4,DC
1398,1398,2020-03-28,Florida,12,4038,56,FL
1399,1399,2020-03-28,Georgia,13,2447,79,GA
1400,1400,2020-03-28,Guam,66,57,1,GU
1401,1401,2020-03-28,Hawaii,15,151,0,HI
1402,1402,2020-03-28,Idaho,16,262,5,ID
1403,1403,2020-03-28,Illinois,17,3547,50,IL
1404,1404,2020-03-28,Indiana,18,1239,38,IN
1405,1405,2020-03-28,Iowa,19,298,3,IA
1406,1406,2020-03-28,Kansas,20,272,6,KS
1407,1407,2020-03-28,Kentucky,21,394,9,KY
1408,1408,2020-03-28,Louisiana,22,3315,137,LA
1409,1409,2020-03-28,Maine,23,211,1,ME
1410,1410,2020-03-28,Maryland,24,1066,10,MD
1411,1411,2020-03-28,Massachusetts,25,4257,44,MA
1412,1412,2020-03-28,Michigan,26,4634,112,MI
1413,1413,2020-03-28,Minnesota,27,442,5,MN
1414,1414,2020-03-28,Mississippi,28,669,13,MS
1415,1415,2020-03-28,Missouri,29,837,11,MO
1416,1416,2020-03-28,Montana,30,147,1,MT
1417,1417,2020-03-28,Nebraska,31,122,2,NE
1418,1418,2020-03-28,Nevada,32,738,14,NV
1419,1419,2020-03-28,New Hampshire,33,214,2,NH
1420,1420,2020-03-28,New Jersey,34,11124,140,NJ
1421,1421,2020-03-28,New Mexico,35,210,2,NM
1422,1422,2020-03-28,New York,36,53517,935,NY
1423,1423,2020-03-28,North Carolina,37,972,4,NC
1424,1424,2020-03-28,North Dakota,38,93,1,ND
1425,1425,2020-03-28,Northern Mariana Islands,69,2,0,MP
1426,1426,2020-03-28,Ohio,39,1406,25,OH
1427,1427,2020-03-28,Oklahoma,40,377,15,OK
1428,1428,2020-03-28,Oregon,41,480,13,OR
1429,1429,2020-03-28,Pennsylvania,42,2815,35,PA
1430,1430,2020-03-28,Puerto Rico,72,100,3,PR
1431,1431,2020-03-28,Rhode Island,44,239,2,RI
1432,1432,2020-03-28,South Carolina,45,661,15,SC
1433,1433,2020-03-28,South Dakota,46,68,1,SD
1434,1434,2020-03-28,Tennessee,47,1363,6,TN
1435,1435,2020-03-28,Texas,48,2381,30,TX
1436,1436,2020-03-28,Utah,49,608,2,UT
1437,1437,2020-03-28,Vermont,50,211,12,VT
1438,1438,2020-03-28,Virgin Islands,78,19,0,VI
1439,1439,2020-03-28,Virginia,51,739,17,VA
1440,1440,2020-03-28,Washington,53,4311,193,WA
1441,1441,2020-03-28,West Virginia,54,113,0,WV
1442,1442,2020-03-28,Wisconsin,55,1042,17,WI
1443,1443,2020-03-28,Wyoming,56,85,0,WY
1444,1444,2020-03-29,Alabama,1,830,5,AL
1445,1445,2020-03-29,Alaska,2,114,2,AK
1446,1446,2020-03-29,Arizona,4,930,18,AZ
1447,1447,2020-03-29,Arkansas,5,449,6,AR
1448,1448,2020-03-29,California,6,6321,132,CA
1449,1449,2020-03-29,Colorado,8,2315,47,CO
1450,1450,2020-03-29,Connecticut,9,1993,34,CT
1451,1451,2020-03-29,Delaware,10,232,6,DE
1452,1452,2020-03-29,District of Columbia,11,342,5,DC
1453,1453,2020-03-29,Florida,12,4943,60,FL
1454,1454,2020-03-29,Georgia,13,2683,83,GA
1455,1455,2020-03-29,Guam,66,58,1,GU
1456,1456,2020-03-29,Hawaii,15,175,0,HI
1457,1457,2020-03-29,Idaho,16,310,6,ID
1458,1458,2020-03-29,Illinois,17,4615,71,IL
1459,1459,2020-03-29,Indiana,18,1522,40,IN
1460,1460,2020-03-29,Iowa,19,336,4,IA
1461,1461,2020-03-29,Kansas,20,333,7,KS
1462,1462,2020-03-29,Kentucky,21,439,9,KY
1463,1463,2020-03-29,Louisiana,22,3539,153,LA
1464,1464,2020-03-29,Maine,23,253,3,ME
1465,1465,2020-03-29,Maryland,24,1244,11,MD
1466,1466,2020-03-29,Massachusetts,25,4955,48,MA
1467,1467,2020-03-29,Michigan,26,5486,132,MI
1468,1468,2020-03-29,Minnesota,27,504,9,MN
1469,1469,2020-03-29,Mississippi,28,759,14,MS
1470,1470,2020-03-29,Missouri,29,902,12,MO
1471,1471,2020-03-29,Montana,30,161,1,MT
1472,1472,2020-03-29,Nebraska,31,138,2,NE
1473,1473,2020-03-29,Nevada,32,920,15,NV
1474,1474,2020-03-29,New Hampshire,33,258,3,NH
1475,1475,2020-03-29,New Jersey,34,13386,161,NJ
1476,1476,2020-03-29,New Mexico,35,237,2,NM
1477,1477,2020-03-29,New York,36,59783,1180,NY
1478,1478,2020-03-29,North Carolina,37,1166,6,NC
1479,1479,2020-03-29,North Dakota,38,97,1,ND
1480,1480,2020-03-29,Northern Mariana Islands,69,2,0,MP
1481,1481,2020-03-29,Ohio,39,1665,30,OH
1482,1482,2020-03-29,Oklahoma,40,429,16,OK
1483,1483,2020-03-29,Oregon,41,549,13,OR
1484,1484,2020-03-29,Pennsylvania,42,3441,40,PA
1485,1485,2020-03-29,Puerto Rico,72,127,5,PR
1486,1486,2020-03-29,Rhode Island,44,294,3,RI
1487,1487,2020-03-29,South Carolina,45,775,16,SC
1488,1488,2020-03-29,South Dakota,46,90,1,SD
1489,1489,2020-03-29,Tennessee,47,1569,7,TN
1490,1490,2020-03-29,Texas,48,2722,35,TX
1491,1491,2020-03-29,Utah,49,719,2,UT
1492,1492,2020-03-29,Vermont,50,235,12,VT
1493,1493,2020-03-29,Virgin Islands,78,23,0,VI
1494,1494,2020-03-29,Virginia,51,889,22,VA
1495,1495,2020-03-29,Washington,53,4897,209,WA
1496,1496,2020-03-29,West Virginia,54,124,1,WV
1497,1497,2020-03-29,Wisconsin,55,1120,17,WI
1498,1498,2020-03-29,Wyoming,56,88,0,WY
1499,1499,2020-03-30,Alabama,1,947,11,AL
1500,1500,2020-03-30,Alaska,2,120,2,AK
1501,1501,2020-03-30,Arizona,4,1169,20,AZ
1502,1502,2020-03-30,Arkansas,5,508,7,AR
1503,1503,2020-03-30,California,6,7421,147,CA
1504,1504,2020-03-30,Colorado,8,2628,51,CO
1505,1505,2020-03-30,Connecticut,9,2571,36,CT
1506,1506,2020-03-30,Delaware,10,264,7,DE
1507,1507,2020-03-30,District of Columbia,11,401,9,DC
1508,1508,2020-03-30,Florida,12,5695,72,FL
1509,1509,2020-03-30,Georgia,13,3032,103,GA
1510,1510,2020-03-30,Guam,66,60,1,GU
1511,1511,2020-03-30,Hawaii,15,204,0,HI
1512,1512,2020-03-30,Idaho,16,415,7,ID
1513,1513,2020-03-30,Illinois,17,5070,84,IL
1514,1514,2020-03-30,Indiana,18,1797,44,IN
1515,1515,2020-03-30,Iowa,19,424,6,IA
1516,1516,2020-03-30,Kansas,20,374,9,KS
1517,1517,2020-03-30,Kentucky,21,480,11,KY
1518,1518,2020-03-30,Louisiana,22,4024,186,LA
1519,1519,2020-03-30,Maine,23,275,3,ME
1520,1520,2020-03-30,Maryland,24,1415,15,MD
1521,1521,2020-03-30,Massachusetts,25,5752,56,MA
1522,1522,2020-03-30,Michigan,26,6508,197,MI
1523,1523,2020-03-30,Minnesota,27,576,10,MN
1524,1524,2020-03-30,Mississippi,28,848,16,MS
1525,1525,2020-03-30,Missouri,29,1049,13,MO
1526,1526,2020-03-30,Montana,30,177,4,MT
1527,1527,2020-03-30,Nebraska,31,185,3,NE
1528,1528,2020-03-30,Nevada,32,1044,18,NV
1529,1529,2020-03-30,New Hampshire,33,314,3,NH
1530,1530,2020-03-30,New Jersey,34,16636,199,NJ
1531,1531,2020-03-30,New Mexico,35,282,4,NM
1532,1532,2020-03-30,New York,36,67504,1512,NY
1533,1533,2020-03-30,North Carolina,37,1303,6,NC
1534,1534,2020-03-30,North Dakota,38,109,3,ND
1535,1535,2020-03-30,Northern Mariana Islands,69,2,0,MP
1536,1536,2020-03-30,Ohio,39,1933,40,OH
1537,1537,2020-03-30,Oklahoma,40,481,17,OK
1538,1538,2020-03-30,Oregon,41,607,16,OR
1539,1539,2020-03-30,Pennsylvania,42,4156,48,PA
1540,1540,2020-03-30,Puerto Rico,72,174,6,PR
1541,1541,2020-03-30,Rhode Island,44,408,4,RI
1542,1542,2020-03-30,South Carolina,45,925,18,SC
1543,1543,2020-03-30,South Dakota,46,100,1,SD
1544,1544,2020-03-30,Tennessee,47,1721,13,TN
1545,1545,2020-03-30,Texas,48,3065,46,TX
1546,1546,2020-03-30,Utah,49,806,4,UT
1547,1547,2020-03-30,Vermont,50,256,12,VT
1548,1548,2020-03-30,Virgin Islands,78,30,0,VI
1549,1549,2020-03-30,Virginia,51,1020,26,VA
1550,1550,2020-03-30,Washington,53,5180,221,WA
1551,1551,2020-03-30,West Virginia,54,145,1,WV
1552,1552,2020-03-30,Wisconsin,55,1269,20,WI
1553,1553,2020-03-30,Wyoming,56,96,0,WY
1554,1554,2020-03-31,Alabama,1,999,14,AL
1555,1555,2020-03-31,Alaska,2,133,2,AK
1556,1556,2020-03-31,Arizona,4,1298,24,AZ
1557,1557,2020-03-31,Arkansas,5,564,8,AR
1558,1558,2020-03-31,California,6,8583,184,CA
1559,1559,2020-03-31,Colorado,8,2990,69,CO
1560,1560,2020-03-31,Connecticut,9,3128,69,CT
1561,1561,2020-03-31,Delaware,10,319,10,DE
1562,1562,2020-03-31,District of Columbia,11,495,9,DC
1563,1563,2020-03-31,Florida,12,6742,85,FL
1564,1564,2020-03-31,Georgia,13,4116,126,GA
1565,1565,2020-03-31,Guam,66,139,2,GU
1566,1566,2020-03-31,Hawaii,15,224,1,HI
1567,1567,2020-03-31,Idaho,16,526,9,ID
1568,1568,2020-03-31,Illinois,17,5992,107,IL
1569,1569,2020-03-31,Indiana,18,2177,61,IN
1570,1570,2020-03-31,Iowa,19,498,7,IA
1571,1571,2020-03-31,Kansas,20,435,10,KS
1572,1572,2020-03-31,Kentucky,21,590,18,KY
1573,1573,2020-03-31,Louisiana,22,5237,240,LA
1574,1574,2020-03-31,Maine,23,303,5,ME
1575,1575,2020-03-31,Maryland,24,1662,18,MD
1576,1576,2020-03-31,Massachusetts,25,6620,89,MA
1577,1577,2020-03-31,Michigan,26,7629,264,MI
1578,1578,2020-03-31,Minnesota,27,629,12,MN
1579,1579,2020-03-31,Mississippi,28,937,20,MS
1580,1580,2020-03-31,Missouri,29,1350,15,MO
1581,1581,2020-03-31,Montana,30,198,5,MT
1582,1582,2020-03-31,Nebraska,31,199,4,NE
1583,1583,2020-03-31,Nevada,32,1113,26,NV
1584,1584,2020-03-31,New Hampshire,33,367,3,NH
1585,1585,2020-03-31,New Jersey,34,18696,267,NJ
1586,1586,2020-03-31,New Mexico,35,315,5,NM
1587,1587,2020-03-31,New York,36,76211,1929,NY
1588,1588,2020-03-31,North Carolina,37,1527,10,NC
1589,1589,2020-03-31,North Dakota,38,126,3,ND
1590,1590,2020-03-31,Northern Mariana Islands,69,2,0,MP
1591,1591,2020-03-31,Ohio,39,2199,55,OH
1592,1592,2020-03-31,Oklahoma,40,566,23,OK
1593,1593,2020-03-31,Oregon,41,690,18,OR
1594,1594,2020-03-31,Pennsylvania,42,4997,72,PA
1595,1595,2020-03-31,Puerto Rico,72,239,8,PR
1596,1596,2020-03-31,Rhode Island,44,488,8,RI
1597,1597,2020-03-31,South Carolina,45,1083,22,SC
1598,1598,2020-03-31,South Dakota,46,107,1,SD
1599,1599,2020-03-31,Tennessee,47,2049,13,TN
1600,1600,2020-03-31,Texas,48,3588,57,TX
1601,1601,2020-03-31,Utah,49,887,5,UT
1602,1602,2020-03-31,Vermont,50,293,13,VT
1603,1603,2020-03-31,Virgin Islands,78,30,0,VI
1604,1604,2020-03-31,Virginia,51,1249,27,VA
1605,1605,2020-03-31,Washington,53,5293,226,WA
1606,1606,2020-03-31,West Virginia,54,162,1,WV
1607,1607,2020-03-31,Wisconsin,55,1351,25,WI
1608,1608,2020-03-31,Wyoming,56,121,0,WY
1609,1609,2020-04-01,Alabama,1,1108,28,AL
1610,1610,2020-04-01,Alaska,2,143,2,AK
1611,1611,2020-04-01,Arizona,4,1413,29,AZ
1612,1612,2020-04-01,Arkansas,5,624,10,AR
1613,1613,2020-04-01,California,6,9857,212,CA
1614,1614,2020-04-01,Colorado,8,3346,80,CO
1615,1615,2020-04-01,Connecticut,9,3557,85,CT
1616,1616,2020-04-01,Delaware,10,368,11,DE
1617,1617,2020-04-01,District of Columbia,11,586,11,DC
1618,1618,2020-04-01,Florida,12,7769,100,FL
1619,1619,2020-04-01,Georgia,13,4747,154,GA
1620,1620,2020-04-01,Guam,66,147,3,GU
1621,1621,2020-04-01,Hawaii,15,258,1,HI
1622,1622,2020-04-01,Idaho,16,669,9,ID
1623,1623,2020-04-01,Illinois,17,6978,146,IL
1624,1624,2020-04-01,Indiana,18,2578,80,IN
1625,1625,2020-04-01,Iowa,19,549,9,IA
1626,1626,2020-04-01,Kansas,20,489,11,KS
1627,1627,2020-04-01,Kentucky,21,674,20,KY
1628,1628,2020-04-01,Louisiana,22,6424,275,LA
1629,1629,2020-04-01,Maine,23,344,7,ME
1630,1630,2020-04-01,Maryland,24,1985,33,MD
1631,1631,2020-04-01,Massachusetts,25,7738,122,MA
1632,1632,2020-04-01,Michigan,26,9292,336,MI
1633,1633,2020-04-01,Minnesota,27,689,17,MN
1634,1634,2020-04-01,Mississippi,28,1073,22,MS
1635,1635,2020-04-01,Missouri,29,1580,21,MO
1636,1636,2020-04-01,Montana,30,219,5,MT
1637,1637,2020-04-01,Nebraska,31,249,5,NE
1638,1638,2020-04-01,Nevada,32,1279,32,NV
1639,1639,2020-04-01,New Hampshire,33,415,4,NH
1640,1640,2020-04-01,New Jersey,34,22255,355,NJ
1641,1641,2020-04-01,New Mexico,35,363,6,NM
1642,1642,2020-04-01,New York,36,84364,2415,NY
1643,1643,2020-04-01,North Carolina,37,1591,11,NC
1644,1644,2020-04-01,North Dakota,38,147,3,ND
1645,1645,2020-04-01,Northern Mariana Islands,69,6,1,MP
1646,1646,2020-04-01,Ohio,39,2548,65,OH
1647,1647,2020-04-01,Oklahoma,40,719,30,OK
1648,1648,2020-04-01,Oregon,41,737,19,OR
1649,1649,2020-04-01,Pennsylvania,42,5805,78,PA
1650,1650,2020-04-01,Puerto Rico,72,286,11,PR
1651,1651,2020-04-01,Rhode Island,44,566,10,RI
1652,1652,2020-04-01,South Carolina,45,1293,26,SC
1653,1653,2020-04-01,South Dakota,46,129,1,SD
1654,1654,2020-04-01,Tennessee,47,2689,23,TN
1655,1655,2020-04-01,Texas,48,4402,65,TX
1656,1656,2020-04-01,Utah,49,1012,7,UT
1657,1657,2020-04-01,Vermont,50,321,16,VT
1658,1658,2020-04-01,Virgin Islands,78,30,0,VI
1659,1659,2020-04-01,Virginia,51,1511,18,VA
1660,1660,2020-04-01,Washington,53,5589,250,WA
1661,1661,2020-04-01,West Virginia,54,191,2,WV
1662,1662,2020-04-01,Wisconsin,55,1552,33,WI
1663,1663,2020-04-01,Wyoming,56,138,0,WY
1664,1664,2020-04-02,Alabama,1,1270,32,AL
1665,1665,2020-04-02,Alaska,2,146,2,AK
1666,1666,2020-04-02,Arizona,4,1600,35,AZ
1667,1667,2020-04-02,Arkansas,5,683,12,AR
1668,1668,2020-04-02,California,6,11190,247,CA
1669,1669,2020-04-02,Colorado,8,3728,96,CO
1670,1670,2020-04-02,Connecticut,9,3824,112,CT
1671,1671,2020-04-02,Delaware,10,393,12,DE
1672,1672,2020-04-02,District of Columbia,11,653,12,DC
1673,1673,2020-04-02,Florida,12,9000,144,FL
1674,1674,2020-04-02,Georgia,13,5444,176,GA
1675,1675,2020-04-02,Guam,66,152,3,GU
1676,1676,2020-04-02,Hawaii,15,283,2,HI
1677,1677,2020-04-02,Idaho,16,891,9,ID
1678,1678,2020-04-02,Illinois,17,7695,165,IL
1679,1679,2020-04-02,Indiana,18,3056,94,IN
1680,1680,2020-04-02,Iowa,19,614,11,IA
1681,1681,2020-04-02,Kansas,20,554,14,KS
1682,1682,2020-04-02,Kentucky,21,747,34,KY
1683,1683,2020-04-02,Louisiana,22,9152,310,LA
1684,1684,2020-04-02,Maine,23,376,7,ME
1685,1685,2020-04-02,Maryland,24,2331,36,MD
1686,1686,2020-04-02,Massachusetts,25,8966,154,MA
1687,1687,2020-04-02,Michigan,26,10791,417,MI
1688,1688,2020-04-02,Minnesota,27,742,18,MN
1689,1689,2020-04-02,Mississippi,28,1177,26,MS
1690,1690,2020-04-02,Missouri,29,1834,28,MO
1691,1691,2020-04-02,Montana,30,241,5,MT
1692,1692,2020-04-02,Nebraska,31,273,6,NE
1693,1693,2020-04-02,Nevada,32,1458,38,NV
1694,1694,2020-04-02,New Hampshire,33,479,5,NH
1695,1695,2020-04-02,New Jersey,34,25590,539,NJ
1696,1696,2020-04-02,New Mexico,35,403,7,NM
1697,1697,2020-04-02,New York,36,93360,2963,NY
1698,1698,2020-04-02,North Carolina,37,1858,17,NC
1699,1699,2020-04-02,North Dakota,38,159,3,ND
1700,1700,2020-04-02,Northern Mariana Islands,69,8,1,MP
1701,1701,2020-04-02,Ohio,39,2903,81,OH
1702,1702,2020-04-02,Oklahoma,40,879,34,OK
1703,1703,2020-04-02,Oregon,41,827,21,OR
1704,1704,2020-04-02,Pennsylvania,42,7021,91,PA
1705,1705,2020-04-02,Puerto Rico,72,316,12,PR
1706,1706,2020-04-02,Rhode Island,44,657,12,RI
1707,1707,2020-04-02,South Carolina,45,1554,31,SC
1708,1708,2020-04-02,South Dakota,46,165,2,SD
1709,1709,2020-04-02,Tennessee,47,2868,32,TN
1710,1710,2020-04-02,Texas,48,4952,80,TX
1711,1711,2020-04-02,Utah,49,1077,7,UT
1712,1712,2020-04-02,Vermont,50,338,17,VT
1713,1713,2020-04-02,Virgin Islands,78,37,0,VI
1714,1714,2020-04-02,Virginia,51,1706,18,VA
1715,1715,2020-04-02,Washington,53,6586,272,WA
1716,1716,2020-04-02,West Virginia,54,217,2,WV
1717,1717,2020-04-02,Wisconsin,55,1730,37,WI
1718,1718,2020-04-02,Wyoming,56,154,0,WY
1719,1719,2020-04-03,Alabama,1,1535,38,AL
1720,1720,2020-04-03,Alaska,2,156,2,AK
1721,1721,2020-04-03,Arizona,4,1769,41,AZ
1722,1722,2020-04-03,Arkansas,5,738,12,AR
1723,1723,2020-04-03,California,6,12569,282,CA
1724,1724,2020-04-03,Colorado,8,4182,110,CO
